Course #	Section #	Course Name	Instructor ID	days	beg_tm	end_tm	Number of Slots	Seating type	 Whiteboard	 Chalkboard	 Computer/Laptop	 Sound System	 CD Player	 DVD Player	 Video Projector	 Hearing Assisted System	 Visual Optimizer	 Laptop Connectivity	 Network Connections	 Overhead Projector	 Podium	 Projector Screen	 TV/Monitors	 Piano
COSC391	1	PROGRAMMING TEAM SEMINAR	123456	---W---	1640	1750	50	group	n	y	n	y	n	y	n	y	y	n	y	y	n	n	y	y
COSC420	1	DISTRIBUTED/PARALLEL COMPUTING	123456	-M-W-F-	920	1030	50	group	n	y	n	y	n	y	n	y	y	n	y	y	n	n	y	y
COSC440	1	THEORY OF COMPUTATION	123456	-M-W-F-	1320	1430	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
COSC480	1	TOPICS IN COMPUTER SCIENCE	123456	--T-R--	1400	1550	50	group	n	y	n	y	n	y	n	y	y	n	y	y	n	n	y	y
COSC480	2	TOPICS IN COMPUTER SCIENCE	123456	-M-W-F-	1200	1310	50	group	n	y	n	y	n	y	n	y	y	n	y	y	n	n	y	y
ECON102	1	PRINCIPLES OF MICROECONOMICS	123456	-M-W-F-	920	1030	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
ECON102	2	PRINCIPLES OF MICROECONOMICS	123456	-M-W---	1440	1630	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
ECON103	2	PRINCIPLES OF MACROECONOMICS	123456	--T-R--	1400	1550	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
ECON103	1	PRINCIPLES OF MACROECONOMICS	123456	--T-R--	1200	1350	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
ECON250	1	PRINCIPLES OF ACCOUNTING	123456	--T-R--	800	950	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
ECON251	1	INTERMEDIATE MACROECONOMICS	123456	-M-W-F-	920	1030	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
ECON251	2	INTERMEDIATE MACROECONOMICS	123456	--T-R--	1000	1150	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON252	3	INTERMEDIATE MICROECONOMICS	123456	--T-R--	1000	1150	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
ECON252	1	INTERMEDIATE MICROECONOMICS	123456	-M-W-F-	1040	1150	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON252	2	INTERMEDIATE MICROECONOMICS	123456	-M-W-F-	1200	1310	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON253	2	ECONOMIC STATISTICS	123456	--T-R--	1000	1150	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
ECON253	1	ECONOMIC STATISTICS	123456	--T-R--	800	950	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON310	1	TOPICS IN ECONOMICS:Real Estate Finance	123456	-M-----	1700	2040	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON350	1	ENVIRONMENTAL ECONOMICS	123456	-M-W-F-	800	910	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON353	1	CORPORATE FINANCE	123456	--T-R--	1200	1350	5	individual	y	n	y	n	y	y	n	y	y	y	n	y	y	n	n	y
ECON355	1	LABOR ECONOMICS	123456	-M-W---	1440	1630	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
ECON356	1	INTERNATIONAL ECONOMICS	123456	--T-R--	1000	1150	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
ECON357	1	MONEY & BANKING	123456	-M-W-F-	1200	1310	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
ECON357	2	MONEY & BANKING	123456	-M-W-F-	1320	1430	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
ECON359	1	PUBLIC SECTOR ECONOMICS	123456	-M-W-F-	1200	1310	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
ECON360	1	COMPARATIVE ECON SYSTEMS	123456	-M-W-F-	920	1030	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
ECON372	1	ECON OF DEVELOPING COUNTRIES	123456	--T-R--	1400	1550	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
ECON425	1	ECONOMETRICS	123456	--T-R--	1200	1350	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
EDUC180	1	INTRO TO SIGN LANGUAGE	123456	--T-R--	900	950	13	individual	y	y	y	y	y	y	n	n	n	n	y	y	n	y	n	n
EDUC206	1	EDUCATION IN AMERICA	123456	-M-W-F-	920	1030	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
EDUC206	2	EDUCATION IN AMERICA	123456	-M-W---	1440	1630	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
EDUC286	1	LANGUAGE ACQUISITION & READING	123456	--T-R--	1200	1350	49	group	n	n	y	y	n	n	y	n	n	y	n	n	y	n	y	y
EDUC296	1	LANG ACQUIS/PHONEMIC AWARENESS	123456	--T----	1800	1950	49	group	n	n	y	y	n	n	y	n	n	y	n	n	y	n	y	y
EDUC336	1	EXCEPTIONALITY	123456	-M-W-F-	1040	1150	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
EDUC336	2	EXCEPTIONALITY	123456	-M-W-F-	1200	1310	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
EDUC368	1	EDUCATIONAL PSYCHOLOGY	123456	--T-R--	1000	1150	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
EDUC368	2	EDUCATIONAL PSYCHOLOGY	123456	--T-R--	1200	1350	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
EDUC491	1	ESL ACROSS THE CURRICULUM	123456	--T-R--	1800	1950	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
ENGL101	1	INTRO TO WRITING	123456	--T-R--	1000	1150	30	group	y	n	y	y	y	n	n	n	y	y	n	y	y	n	y	n
ENGL101	3	INTRO TO WRITING	123456	--T-R--	1000	1150	17	individual	n	n	n	y	y	y	n	n	y	n	y	n	y	y	y	n
ENGL101	2	INTRO TO WRITING	123456	--T-R--	1400	1550	28	group	y	n	y	y	y	n	y	y	y	y	n	n	n	y	n	y
ENGL106	1	INTRO TO LITERATURE	123456	-M-W---	1800	1950	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL106	2	INTRO TO LITERATURE	123456	-M-W---	1440	1630	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL130	1	LITERARY TOPICS:AMERICAN FANTASY	123456	-M-W-F-	920	1030	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL130	2	LITERARY TOPICS:Reading Nature	123456	-M-W-F-	1040	1150	28	group	y	n	y	y	y	n	y	y	y	y	n	n	n	y	n	y
ENGL201	1	TOPICS IN WRITING:CREATIVE NONFICTION	123456	--T-R--	1800	1950	17	individual	n	n	n	y	y	y	n	n	y	n	y	n	y	y	y	n
ENGL204	1	READING/WRITING IN THE MAJOR	123456	-M-W-F-	1040	1150	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL204	2	READING/WRITING IN THE MAJOR	123456	--T-R--	1400	1550	17	individual	n	n	n	y	y	y	n	n	y	n	y	n	y	y	y	n
ENGL235	1	"TOPICS LITERATURE AND CULTURE:SHAKESPEARE, SEX, AND GENDER"	123456	--T-R--	1400	1550	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL235	2	TOPICS LITERATURE AND CULTURE:Asian American Literature	123456	-M-W-F-	1200	1310	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ENGL270	1	CREATIVE WRITING	123456	--T-R--	1000	1150	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL270	2	CREATIVE WRITING	123456	-M-W-F-	920	1030	28	group	y	n	y	y	y	n	y	y	y	y	n	n	n	y	n	y
ENGL281	1	LITERATURE IN HISTORY I: The	123456	-M-W---	1800	1950	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL282	1	LITERATURE IN HIST. II The Rise	123456	-M-W-F-	1040	1150	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL283	1	LITERATURE IN HISTORY III	123456	--T-R--	800	950	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL283	2	LITERATURE IN HISTORY III	123456	-M-W-F-	1320	1430	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL304	1	METHODS OF LITERARY STUDY	123456	--T-R--	1000	1150	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL350	1	STUDIES IN LANGUAGE:RHETORIC OF POLITICS	123456	-M-W---	1440	1630	28	group	y	n	y	y	y	n	y	y	y	y	n	n	n	y	n	y
ENGL355	1	STUDIES IN BRITISH LITERATURE:RENAISSANCE DRAMA	123456	-M-W---	1440	1630	48	group	y	n	y	y	y	n	y	y	y	n	n	n	y	n	n	y
ENGL355	2	STUDIES IN BRITISH LITERATURE:VICTORIAN ADAPTATIONS	123456	--T-R--	1200	1350	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL365	2	"STUDIES IN AMERICAN LITERATURE:WRIGHT, BALDWIN, ELLISON"	123456	-M-W---	1440	1630	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL365	1	STUDIES IN AMERICAN LITERATURE:SOUTHERN LITERATURE	123456	--T-R--	1400	1550	30	group	y	n	y	y	y	n	n	n	y	y	n	y	y	n	y	n
ENGL380	1	"STUDIES IN WORLD LIT:YEATS, MISHIMA, & JAPANESE NOH"	123456	--T-R--	1400	1550	27	group	n	n	n	y	y	n	y	n	n	n	y	y	n	y	y	y
ENGL390	1	TOPICS IN LITERATURE:MULTICULTURAL VOICES	123456	--T-R--	1400	1550	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL395	1	TOPICS IN WRITING:ADVANCED CREATIVE NON-FICTION	123456	--T-R--	1800	1950	17	individual	n	n	n	y	y	y	n	n	y	n	y	n	y	y	y	n
ENGL395	2	TOPICS IN WRITING:ADVANCED POETRY	123456	--T-R--	1200	1350	17	individual	n	n	n	y	y	y	n	n	y	n	y	n	y	y	y	n
ENGL410	1	"STUDIES IN AUTHORS:WRIGHT, BALDWIN, ELLISON"	123456	-M-W---	1440	1630	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENGL420	1	STUDIES IN THEORY:THEORIES OF THE READER	123456	-M-W-F-	1200	1310	42	individual	n	n	n	n	y	y	n	y	y	n	y	y	y	n	n	y
ENST100	1	INTRO TO ENVIRONMENTAL STUDIES	123456	-M-W-F-	1040	1150	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
ENST100	2	INTRO TO ENVIRONMENTAL STUDIES	123456	-M-W---	1440	1630	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
ENST245	1	TOPICS IN ENVIRONMENTAL STUDIES:Environmental Studies Toolkit	123456	-M-W---	1800	1950	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
ENST382	1	GIS APPLICATIONS	123456	-M-W---	1440	1630	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
ENST385	1	ADVANCED TOPICS IN ENVIRONMENTAL	123456	-M-W-F-	920	1030	9	individual	n	y	n	y	n	n	n	y	y	n	n	y	y	y	y	n
ENST390	1	APPLIED SUSTAINABILITY PRACTICUM	123456	--T-R--	920	1150	20	individual	y	n	y	n	n	n	y	y	y	y	n	y	n	n	y	n
ENST490	1	ENVIRONMENTAL KEYSTONE SEMINAR	123456	--T-R--	1400	1550	9	individual	n	y	n	y	n	n	n	y	y	n	n	y	y	y	y	n
ENST493	1	ST. MARY'S PROJECT	123456	-----F-	1440	1630	9	individual	n	y	n	y	n	n	n	y	y	n	n	y	y	y	y	n
ENST493	2	ST. MARY'S PROJECT	123456	--T-R--	1200	1350	9	individual	n	y	n	y	n	n	n	y	y	n	n	y	y	y	y	n
HIST104	1	HIST FOUND MODERN WORLD TO 1450	123456	-M-W-F-	800	910	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
HIST105	1	WESTERN CIVILIZATION	123456	--T-R--	1000	1150	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
HIST108	1	HISTORY OF THE MODERN WORLD	123456	--T-R--	800	950	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
HIST200	1	UNITED STATES HIST 1776-1980	123456	-M-W-F-	920	1030	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
HIST219	1	ATLANTIC WORLD SURVEY	123456	--T-R--	1400	1550	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
HIST224	1	INTRODUCTION TO HISTORICAL METHO	123456	--T-R--	1800	1950	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
HIST272	1	ANCIENT MEDITERRANEAN	123456	-M-W---	1440	1630	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
HIST280	1	AFRICA AND AFRICAN DIASPORA	123456	-M-W-F-	920	1030	29	group	y	n	y	y	y	y	n	y	n	y	n	n	n	n	y	y
HIST336	1	JEWISH PEOPLE IN MODERN WORLD	123456	--T-R--	1400	1550	41	group	y	n	n	y	y	y	n	n	n	y	n	y	y	n	n	y
HIST354	1	HISTORY OF JAPAN TO 1600	123456	-M-W-F-	1040	1150	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
HIST369	1	HISTORY OF APARTHEID	123456	-M-W-F-	1320	1430	29	group	y	n	y	y	y	y	n	y	n	y	n	n	n	n	y	y
HIST375	1	THE AMERICAN REVOLUTION	123456	--T-R--	1200	1350	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
HIST384	1	MEDIEVAL EUROPE	123456	--T-R--	1800	1950	41	group	y	n	n	y	y	y	n	n	n	y	n	y	y	n	n	y
HIST393	1	TOPICS IN EUROPEAN HISTORY:The World of Late Antiquity	123456	-M-W---	1800	1950	41	group	y	n	n	y	y	y	n	n	n	y	n	y	y	n	n	y
HIST394	1	"TOP:ASIAN,AFRICAN,LAT AM HIST:Chinese History and Film"	123456	-M-W---	1440	1630	41	group	y	n	n	y	y	y	n	n	n	y	n	y	y	n	n	y
HIST396	1	"TOP:COMPAR,THEMATIC,GLOBAL HIST:World War I"	123456	--T-R--	1800	1950	25	group	n	y	y	y	n	y	n	n	y	y	n	y	n	n	y	y
HIST415	1	TOPICS IN AMERICAN HISTORY:The US During World War II	123456	-M-W---	1440	1630	9	individual	n	y	n	y	n	n	n	y	y	n	n	y	y	y	y	n
HIST419	1	AFRICAN-AMERICAN HIST IN US	123456	-M-W-F-	1040	1150	28	individual	n	y	n	y	n	y	n	y	n	y	y	y	y	n	y	y
HIST435	2	"TOPICS:EUROPEAN HISTORY:Revolution, Sex/Absinthe Europe"	123456	--T-R--	1200	1350	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
HIST435	1	TOPICS:EUROPEAN HISTORY:Europe Since 1945	123456	--T-R--	1000	1150	41	group	y	n	n	y	y	y	n	n	n	y	n	y	y	n	n	y
ILAS206	1	INTRO LATIN AM LIT IN TRANS	123456	-M-W-F-	1320	1430	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCC101	1	ELEM CHINESE I	123456	-M-W-F-	1040	1150	35	individual	y	n	y	n	y	n	n	y	y	y	n	y	n	y	n	y
ILCC200	1	CONVERSATIONAL CHINESE	123456	----R--	1630	1730	31	group	y	n	y	y	n	y	n	y	y	n	n	n	y	y	y	n
ILCC201	1	INTERMED CHINESE I	123456	-M-W-F-	1040	1150	46	group	n	n	n	n	y	y	y	y	n	y	n	y	n	n	n	y
ILCC363	1	CHINESE LITERATURE II	123456	-M-W-F-	1320	1430	35	individual	y	n	y	n	y	n	n	y	y	y	n	y	n	y	n	y
ILCF101	1	ELEM FRENCH I	123456	-M-W-F-	800	910	31	group	y	n	y	y	n	y	n	y	y	n	n	n	y	y	y	n
ILCF101	2	ELEM FRENCH I	123456	-M-W-F-	920	1030	31	group	y	n	y	y	n	y	n	y	y	n	n	n	y	y	y	n
ILCF102	1	ELEM FRENCH II	123456	-M-W-F-	1200	1310	31	group	y	n	y	y	n	y	n	y	y	n	n	n	y	y	y	n
ILCF200	1	FRENCH CONVERSATION	123456	---W---	1640	1740	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCF201	1	INTERM FRENCH I	123456	-M-W-F-	920	1030	41	group	y	n	n	y	y	y	n	n	n	y	n	y	y	n	n	y
ILCF202	1	INTERMED FRENCH II	123456	-M-W-F-	1040	1150	31	group	y	n	y	y	n	y	n	y	y	n	n	n	y	y	y	n
ILCF206	1	INTRO LIT IN FRENCH	123456	-M-W-F-	1200	1310	5	individual	y	n	y	n	y	y	n	y	y	y	n	y	y	n	n	y
ILCF356	1	FRANCOPHONE CULTURE AND CIV	123456	-M-W---	1440	1630	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCG101	1	ELEM GERMAN I	123456	-M-W-F-	920	1030	35	individual	y	n	y	n	y	n	n	y	y	y	n	y	n	y	n	y
ILCG201	1	INTERMED GERMAN	123456	-M-W-F-	1320	1430	46	group	n	n	n	n	y	y	y	y	n	y	n	y	n	n	n	y
ILCS101	1	ELEM SPANISH I	123456	-M-W-F-	1200	1310	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCS101	2	ELEM SPANISH I	123456	-M-W-F-	920	1030	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCS101	3	ELEM SPANISH I	123456	-M-W-F-	920	1030	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCS110	1	ACCELERATED ELEM SPANISH	123456	-M-W-F-	1320	1430	5	individual	y	n	y	n	y	y	n	y	y	y	n	y	y	n	n	y
ILCS110	2	ACCELERATED ELEM SPANISH	123456	-M-W-F-	1040	1150	5	individual	y	n	y	n	y	y	n	y	y	y	n	y	y	n	n	y
ILCS200	1	SPANISH CONVERSATION	123456	---W---	1640	1740	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCS201	2	INTERMED SPANISH I	123456	-M-W-F-	1320	1430	31	group	y	n	y	y	n	y	n	y	y	n	n	n	y	y	y	n
ILCS201	1	INTERMED SPANISH I	123456	-M-W-F-	920	1030	46	group	n	n	n	n	y	y	y	y	n	y	n	y	n	n	n	y
ILCS202	1	INTERMED SPANISH II	123456	-M-W-F-	1040	1150	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCS206	1	INTRO TO LIT SPANISH	123456	-M-W-F-	920	1030	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCS206	2	INTRO TO LIT SPANISH	123456	-M-W-F-	1040	1150	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCS361	1	INDIGENOUS CULTURES LATIN AMER	123456	-M-W-F-	920	1030	5	individual	y	n	y	n	y	y	n	y	y	y	n	y	y	n	n	y
ILCS362	1	AFRICAN DIASPORA CULTURAL	123456	-M-W-F-	1320	1430	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCS390	1	SPANISH IN THE COMMUNITY	123456	-M-W---	1800	1950	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCT106	1	INTRO TO WORLD LITERATURE	123456	-M-W-F-	1200	1310	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCT293	1	INTRO TO CULTURAL STUDIES	123456	-M-----	1440	1630	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
ILCT306	1	ASIAN AMERICAN LITERATURE	123456	-M-W-F-	1200	1310	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCT306	2	ASIAN AMERICAN LITERATURE:Asian American Literature	123456	-M-W-F-	1200	1310	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCT350	1	"HISTORY, MEMORY, & AUTOBIOGRAPHY"	123456	-M-W-F-	1200	1310	36	individual	y	y	y	n	n	y	n	y	y	n	y	y	y	n	y	n
ILCT393	1	ST. MARY'S PROJECT WORKSHOP	123456	---W---	1440	1630	28	group	y	y	y	n	n	n	y	y	n	n	y	n	y	n	y	n
MATH111	1	PRECALCULUS	123456	--T-R--	1800	1950	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH131	1	"SURVEY OF MATHEMATICS:Games, Puzzles, and Politics"	123456	--T-R--	1200	1350	46	individual	y	n	n	y	n	y	y	n	n	y	n	n	y	n	n	y
MATH131	2	SURVEY OF MATHEMATICS	123456	-M-W---	1800	1950	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH151	2	CALCULUS I	123456	-M-----	1800	1950	20	group	y	n	y	y	n	n	y	n	y	y	n	y	n	n	y	y
MATH151	5	CALCULUS I	123456	-M-W-F-	1200	1310	20	group	y	n	y	y	n	n	y	n	y	y	n	y	n	n	y	y
MATH151	5	CALCULUS I	123456	---W---	1800	1950	20	group	y	n	y	y	n	n	y	n	y	y	n	y	n	n	y	y
MATH151	3	CALCULUS I	123456	-M-----	1800	1950	18	individual	y	n	n	y	y	y	n	y	n	n	n	n	y	y	y	y
MATH151	1	CALCULUS I	123456	--T----	1800	1950	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
MATH151	4	CALCULUS I	123456	---W---	1800	1950	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
MATH151	2	CALCULUS I	123456	-M-W-F-	920	1030	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH151	3	CALCULUS I	123456	-M-W-F-	1040	1150	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH151	4	CALCULUS I	123456	-M-W-F-	1320	1430	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH151	1	CALCULUS I	123456	-M-W-F-	920	1030	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
MATH152	1	CALCULUS II	123456	--T----	1800	1950	18	individual	y	n	n	y	y	y	n	y	n	n	n	n	y	y	y	y
MATH152	2	CALCULUS II	123456	-M-----	1800	1950	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
MATH152	2	CALCULUS II	123456	-M-W-F-	1320	1430	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
MATH152	1	CALCULUS II	123456	-M-W-F-	800	910	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH161	1	MATH FOR TEACHERS I	123456	--T-R--	1800	1950	50	group	n	y	n	y	n	y	n	y	y	n	y	y	n	n	y	y
MATH181	1	EMERGING SCHOLARS PROGRAM	123456	----R--	1800	1950	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
MATH255	2	VECTOR CALCULUS	123456	-M-W---	1440	1630	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
MATH255	1	VECTOR CALCULUS	123456	--T-R--	1000	1150	22	group	y	y	y	n	n	n	n	y	n	y	n	y	n	y	y	n
MATH256	1	LINEAR ALGEBRA	123456	--T-R--	1400	1550	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
MATH281	1	FOUNDATIONS OF MATHEMATICS	123456	-M-W-F-	1200	1310	46	individual	y	n	n	y	n	y	y	n	n	y	n	n	y	n	n	y
MATH321	1	ALGEBRA I	123456	-M-W---	1440	1630	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
MATH351	1	ANALYSIS I	123456	-M-W-F-	920	1030	18	individual	y	n	n	y	y	y	n	y	n	n	n	n	y	y	y	y
MATH351	2	ANALYSIS I	123456	-M-W-F-	1320	1430	18	individual	y	n	n	y	y	y	n	y	n	n	n	n	y	y	y	y
MATH391	1	MATH PUTNAM TEAM SEMINAR	123456	----R--	900	950	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
MATH411	1	PARTIAL DIFFERENTIAL EQUATIONS	123456	--T-R--	1400	1550	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
MATH444	1	MATH MODELING	123456	--T-R--	1000	1150	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
MATH485	1	TOPICS IN MATHEMATICS	123456	-M-W-F-	1320	1430	20	group	y	n	y	y	n	n	y	n	y	y	n	y	n	n	y	y
MUSA173	1	BEGINNING PIANO I(CLASS)	123456	-M-W---	920	1030	13	group	y	y	n	y	y	y	n	n	n	y	y	y	y	n	n	y
MUSA174	1	BEGINNING PIANO II (CLASS)	123456	-M-W---	1040	1150	13	group	y	y	n	y	y	y	n	n	n	y	y	y	y	n	n	y
MUSA176	1	BEGINNING VOICE (CLASS)	123456	----R--	1200	1310	13	group	y	y	n	y	y	y	n	n	n	y	y	y	y	n	n	y
MUSA180	1	CHOIR	123456	--T----	1830	2000	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA182	1	CHAMBER SINGERS	123456	-M-W---	1640	1750	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA184	1	JAZZ COMBO	123456	-M-----	2005	2105	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA186	1	JAZZ ENSEMBLE	123456	-M-W---	1800	1950	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA189	1	ORCHESTRA	123456	--T-R--	1600	1725	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA273	1	INTERMEDIATE CLASS PIANO	123456	-------	0	0	13	group	y	y	n	y	y	y	n	n	n	y	y	y	y	n	n	y
MUSA480	1	CHOIR	123456	--T----	1830	2000	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA482	1	CHAMBER SINGERS	123456	-M-W---	1640	1750	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA484	1	JAZZ COMBO	123456	-M-----	2005	2105	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA486	1	JAZZ ENSEMBLE	123456	-M-W---	1800	1950	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSA489	1	ORCHESTRA	123456	--T-R--	1600	1725	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSC112	1	MUSIC AS COMMUNICATION	123456	--T-R--	1400	1550	12	group	y	y	n	y	n	n	y	n	y	n	y	y	n	n	n	n
MUSC201	1	SIGHT SINGING & EARTRAINING I	123456	-M-W---	1320	1410	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSC203	1	MUSIC THEORY I	123456	-M-W-F-	1040	1150	46	group	y	y	n	n	y	n	y	y	y	n	n	n	n	y	y	n
MUSC216	1	INTRO MUSICS OF THE WORLD	123456	--T-R--	1400	1550	46	group	y	y	n	n	y	n	y	y	y	n	n	n	n	y	y	n
