Course #,Section #,Course Name,bldg,bldg_txt,room,beg_date,end_date,beg_tm,end_tm,days
ENGL101,3,INTRO TO WRITING,MH,Montgomery Hall,119,8/29/16,12/16/16,1000,1150,--T-R--
ENGL106,1,INTRO TO LITERATURE,MH,Montgomery Hall,101,8/29/16,12/15/16,1800,1950,-M-W---
ENGL106,2,INTRO TO LITERATURE,MH,Montgomery Hall,101,8/29/16,12/15/16,1440,1630,-M-W---
ENGL130,1,LITERARY TOPICS:AMERICAN FANTASY,MH,Montgomery Hall,101,8/29/16,12/16/16,920,1030,-M-W-F-
ENGL130,2,LITERARY TOPICS:Reading Nature,MH,Montgomery Hall,120,8/29/16,12/16/16,1040,1150,-M-W-F-
ENGL201,1,TOPICS IN WRITING:CREATIVE NONFICTION,MH,Montgomery Hall,119,8/29/16,12/16/16,1800,1950,--T-R--
ENGL204,1,READING/WRITING IN THE MAJOR,MH,Montgomery Hall,103,8/29/16,12/16/16,1040,1150,-M-W-F-
ENGL204,2,READING/WRITING IN THE MAJOR,MH,Montgomery Hall,119,8/29/16,12/16/16,1400,1550,--T-R--
ENGL235,1,"TOPICS LITERATURE AND CULTURE:SHAKESPEARE, SEX, AND GENDER",MH,Montgomery Hall,101,8/29/16,12/16/16,1400,1550,--T-R--
ENGL235,2,TOPICS LITERATURE AND CULTURE:Asian American Literature,AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1200,1310,-M-W-F-
ENGL270,1,CREATIVE WRITING,MH,Montgomery Hall,103,8/29/16,12/16/16,1000,1150,--T-R--
ENGL270,2,CREATIVE WRITING,MH,Montgomery Hall,120,8/29/16,12/16/16,920,1030,-M-W-F-
ENGL281,1,LITERATURE IN HISTORY I: The,MH,Montgomery Hall,103,8/29/16,12/16/16,1800,1950,-M-W---
ENGL282,1,LITERATURE IN HIST. II The Rise,MH,Montgomery Hall,101,8/29/16,12/16/16,1040,1150,-M-W-F-
ENGL283,1,LITERATURE IN HISTORY III,MH,Montgomery Hall,103,8/29/16,12/16/16,800,950,--T-R--
ENGL283,2,LITERATURE IN HISTORY III,MH,Montgomery Hall,103,8/29/16,12/16/16,1320,1430,-M-W-F-
ENGL304,1,METHODS OF LITERARY STUDY,MH,Montgomery Hall,101,8/29/16,12/16/16,1000,1150,--T-R--
ENGL350,1,STUDIES IN LANGUAGE:RHETORIC OF POLITICS,MH,Montgomery Hall,120,8/29/16,12/15/16,1440,1630,-M-W---
ENGL355,1,STUDIES IN BRITISH LITERATURE:RENAISSANCE DRAMA,MH,Montgomery Hall,101,8/29/16,12/16/16,1440,1630,-M-W---
ENGL355,2,STUDIES IN BRITISH LITERATURE:VICTORIAN ADAPTATIONS,MH,Montgomery Hall,103,8/29/16,12/16/16,1200,1350,--T-R--
ENGL365,1,STUDIES IN AMERICAN LITERATURE:SOUTHERN LITERATURE,LI,Library,115,8/29/16,12/16/16,1400,1550,--T-R--
ENGL365,2,"STUDIES IN AMERICAN LITERATURE:WRIGHT, BALDWIN, ELLISON",MH,Montgomery Hall,103,8/29/16,12/16/16,1440,1630,-M-W---
ENGL380,1,"STUDIES IN WORLD LIT:YEATS, MISHIMA, & JAPANESE NOH",GH,Goodpaster Hall,197,8/29/16,12/16/16,1400,1550,--T-R--
ENGL390,1,TOPICS IN LITERATURE:MULTICULTURAL VOICES,MH,Montgomery Hall,103,8/29/16,12/16/16,1400,1550,--T-R--
ENGL395,1,TOPICS IN WRITING:ADVANCED CREATIVE NON-FICTION,MH,Montgomery Hall,119,8/29/16,12/16/16,1800,1950,--T-R--
ENGL395,2,TOPICS IN WRITING:ADVANCED POETRY,MH,Montgomery Hall,119,8/29/16,12/16/16,1200,1350,--T-R--
ENGL410,1,"STUDIES IN AUTHORS:WRIGHT, BALDWIN, ELLISON",MH,Montgomery Hall,103,8/29/16,12/16/16,1440,1630,-M-W---
ENGL420,1,STUDIES IN THEORY:THEORIES OF THE READER,MH,Montgomery Hall,103,8/29/16,12/15/16,1200,1310,-M-W-F-
ENST100,1,INTRO TO ENVIRONMENTAL STUDIES,CH,Calvert Hall,4,8/29/16,12/15/16,1040,1150,-M-W-F-
ENST100,2,INTRO TO ENVIRONMENTAL STUDIES,KH,Kent Hall,311,8/29/16,12/15/16,1440,1630,-M-W---
ENST245,1,TOPICS IN ENVIRONMENTAL STUDIES:Environmental Studies Toolkit,KH,Kent Hall,115,8/29/16,12/15/16,1800,1950,-M-W---
ENST382,1,GIS APPLICATIONS,KH,Kent Hall,115,8/29/16,12/15/16,1440,1630,-M-W---
ENST385,1,ADVANCED TOPICS IN ENVIRONMENTAL,KH,Kent Hall,316,8/29/16,12/15/16,920,1030,-M-W-F-
ENST390,1,APPLIED SUSTAINABILITY PRACTICUM,LI,Library,321,8/29/16,12/15/16,920,1150,--T-R--
ENST490,1,ENVIRONMENTAL KEYSTONE SEMINAR,KH,Kent Hall,316,8/29/16,12/15/16,1400,1550,--T-R--
ENST493,1,ST. MARY'S PROJECT,KH,Kent Hall,316,8/29/16,12/15/16,1440,1630,-----F-
ENST493,2,ST. MARY'S PROJECT,KH,Kent Hall,316,8/29/16,12/16/16,1200,1350,--T-R--
HIST104,1,HIST FOUND MODERN WORLD TO 1450,KH,Kent Hall,213,8/29/16,12/15/16,800,910,-M-W-F-
HIST105,1,WESTERN CIVILIZATION,KH,Kent Hall,213,8/29/16,12/16/16,1000,1150,--T-R--
HIST108,1,HISTORY OF THE MODERN WORLD,KH,Kent Hall,120,8/29/16,12/16/16,800,950,--T-R--
HIST200,1,UNITED STATES HIST 1776-1980,KH,Kent Hall,222,8/29/16,12/16/16,920,1030,-M-W-F-
HIST219,1,ATLANTIC WORLD SURVEY,KH,Kent Hall,213,8/29/16,12/15/16,1400,1550,--T-R--
HIST224,1,INTRODUCTION TO HISTORICAL METHO,KH,Kent Hall,115,8/29/16,12/15/16,1800,1950,--T-R--
HIST272,1,ANCIENT MEDITERRANEAN,KH,Kent Hall,120,8/29/16,12/15/16,1440,1630,-M-W---
HIST280,1,AFRICA AND AFRICAN DIASPORA,AAH,Anne Arundel Hall,W104,8/29/16,12/16/16,920,1030,-M-W-F-
HIST336,1,JEWISH PEOPLE IN MODERN WORLD,KH,Kent Hall,312,8/29/16,12/15/16,1400,1550,--T-R--
HIST354,1,HISTORY OF JAPAN TO 1600,KH,Kent Hall,311,8/29/16,12/15/16,1040,1150,-M-W-F-
HIST369,1,HISTORY OF APARTHEID,AAH,Anne Arundel Hall,W104,8/29/16,12/15/16,1320,1430,-M-W-F-
HIST375,1,THE AMERICAN REVOLUTION,CH,Calvert Hall,4,8/29/16,12/15/16,1200,1350,--T-R--
HIST384,1,MEDIEVAL EUROPE,KH,Kent Hall,312,8/29/16,12/15/16,1800,1950,--T-R--
HIST393,1,TOPICS IN EUROPEAN HISTORY:The World of Late Antiquity,KH,Kent Hall,312,8/29/16,12/15/16,1800,1950,-M-W---
HIST394,1,"TOP:ASIAN,AFRICAN,LAT AM HIST:Chinese History and Film",KH,Kent Hall,312,8/29/16,12/15/16,1440,1630,-M-W---
HIST396,1,"TOP:COMPAR,THEMATIC,GLOBAL HIST:World War I",KH,Kent Hall,317,8/29/16,12/15/16,1800,1950,--T-R--
HIST415,1,TOPICS IN AMERICAN HISTORY:The US During World War II,KH,Kent Hall,316,8/29/16,12/16/16,1440,1630,-M-W---
HIST419,1,AFRICAN-AMERICAN HIST IN US,AAH,Anne Arundel Hall,W115,8/29/16,12/15/16,1040,1150,-M-W-F-
HIST435,1,TOPICS:EUROPEAN HISTORY:Europe Since 1945,KH,Kent Hall,312,8/29/16,12/16/16,1000,1150,--T-R--
HIST435,2,"TOPICS:EUROPEAN HISTORY:Revolution, Sex/Absinthe Europe",KH,Kent Hall,213,8/29/16,12/15/16,1200,1350,--T-R--
ILAS206,1,INTRO LATIN AM LIT IN TRANS,AAH,Anne Arundel Hall,N111,8/29/16,12/15/16,1320,1430,-M-W-F-
ILCC101,1,ELEM CHINESE I,AAH,Anne Arundel Hall,N001,8/29/16,12/16/16,1040,1150,-M-W-F-
ILCC200,1,CONVERSATIONAL CHINESE,AAH,Anne Arundel Hall,N109,8/29/16,12/16/16,1630,1730,----R--
ILCC201,1,INTERMED CHINESE I,AAH,Anne Arundel Hall,W209,8/29/16,12/16/16,1040,1150,-M-W-F-
ILCC363,1,CHINESE LITERATURE II,AAH,Anne Arundel Hall,N001,8/29/16,12/16/16,1320,1430,-M-W-F-
ILCF101,1,ELEM FRENCH I,AAH,Anne Arundel Hall,N109,8/29/16,12/16/16,800,910,-M-W-F-
ILCF101,2,ELEM FRENCH I,AAH,Anne Arundel Hall,N109,8/29/16,12/16/16,920,1030,-M-W-F-
ILCF102,1,ELEM FRENCH II,AAH,Anne Arundel Hall,N109,8/29/16,12/16/16,1200,1310,-M-W-F-
ILCF200,1,FRENCH CONVERSATION,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,1640,1740,---W---
ILCF201,1,INTERM FRENCH I,KH,Kent Hall,312,8/29/16,12/16/16,920,1030,-M-W-F-
ILCF202,1,INTERMED FRENCH II,AAH,Anne Arundel Hall,N109,8/29/16,12/16/16,1040,1150,-M-W-F-
ILCF206,1,INTRO LIT IN FRENCH,AAH,Anne Arundel Hall,N110,8/29/16,12/16/16,1200,1310,-M-W-F-
ILCF356,1,FRANCOPHONE CULTURE AND CIV,AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1440,1630,-M-W---
ILCG101,1,ELEM GERMAN I,AAH,Anne Arundel Hall,N001,8/29/16,12/16/16,920,1030,-M-W-F-
ILCG201,1,INTERMED GERMAN,AAH,Anne Arundel Hall,W209,8/29/16,12/16/16,1320,1430,-M-W-F-
ILCS101,1,ELEM SPANISH I,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,1200,1310,-M-W-F-
ILCS101,2,ELEM SPANISH I,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,920,1030,-M-W-F-
ILCS101,3,ELEM SPANISH I,AAH,Anne Arundel Hall,N204,8/29/16,12/16/16,920,1030,-M-W-F-
ILCS110,1,ACCELERATED ELEM SPANISH,AAH,Anne Arundel Hall,N110,8/29/16,12/16/16,1320,1430,-M-W-F-
ILCS110,2,ACCELERATED ELEM SPANISH,AAH,Anne Arundel Hall,N110,8/29/16,12/16/16,1040,1150,-M-W-F-
ILCS200,1,SPANISH CONVERSATION,AAH,Anne Arundel Hall,N204,8/29/16,12/16/16,1640,1740,---W---
ILCS201,1,INTERMED SPANISH I,AAH,Anne Arundel Hall,W209,8/29/16,12/16/16,920,1030,-M-W-F-
ILCS201,2,INTERMED SPANISH I,AAH,Anne Arundel Hall,N109,8/29/16,12/16/16,1320,1430,-M-W-F-
ILCS202,1,INTERMED SPANISH II,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,1040,1150,-M-W-F-
ILCS206,1,INTRO TO LIT SPANISH,AAH,Anne Arundel Hall,N204,8/29/16,12/16/16,920,1030,-M-W-F-
ILCS206,2,INTRO TO LIT SPANISH,AAH,Anne Arundel Hall,N204,8/29/16,12/16/16,1040,1150,-M-W-F-
ILCS361,1,INDIGENOUS CULTURES LATIN AMER,AAH,Anne Arundel Hall,N110,8/29/16,12/15/16,920,1030,-M-W-F-
ILCS362,1,AFRICAN DIASPORA CULTURAL,AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1320,1430,-M-W-F-
ILCS390,1,SPANISH IN THE COMMUNITY,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,1800,1950,-M-W---
ILCT106,1,INTRO TO WORLD LITERATURE,AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1200,1310,-M-W-F-
ILCT293,1,INTRO TO CULTURAL STUDIES,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,1440,1630,-M-----
ILCT306,1,ASIAN AMERICAN LITERATURE,AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1200,1310,-M-W-F-
ILCT306,2,ASIAN AMERICAN LITERATURE:Asian American Literature,AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1200,1310,-M-W-F-
ILCT350,1,"HISTORY, MEMORY, & AUTOBIOGRAPHY",AAH,Anne Arundel Hall,N204,8/29/16,12/15/16,1200,1310,-M-W-F-
ILCT393,1,ST. MARY'S PROJECT WORKSHOP,AAH,Anne Arundel Hall,N111,8/29/16,12/16/16,1440,1630,---W---
MATH111,1,PRECALCULUS,SB,Schaefer Hall,134,8/29/16,12/15/16,1800,1950,--T-R--
MATH131,1,"SURVEY OF MATHEMATICS:Games, Puzzles, and Politics",SB,Schaefer Hall,106,8/29/16,12/15/16,1200,1350,--T-R--
MATH131,2,SURVEY OF MATHEMATICS,SB,Schaefer Hall,134,8/29/16,12/15/16,1800,1950,-M-W---
MATH151,1,CALCULUS I,SB,Schaefer Hall,161,8/29/16,12/15/16,920,1030,-M-W-F-
MATH151,1,CALCULUS I,SB,Schaefer Hall,132,8/29/16,12/15/16,1800,1950,--T----
MATH151,2,CALCULUS I,SB,Schaefer Hall,109,8/29/16,12/15/16,1800,1950,-M-----
MATH151,2,CALCULUS I,SB,Schaefer Hall,134,8/29/16,12/15/16,920,1030,-M-W-F-
MATH151,3,CALCULUS I,SB,Schaefer Hall,111,8/29/16,12/15/16,1800,1950,-M-----
MATH151,3,CALCULUS I,SB,Schaefer Hall,134,8/29/16,12/15/16,1040,1150,-M-W-F-
MATH151,4,CALCULUS I,SB,Schaefer Hall,134,8/29/16,12/15/16,1320,1430,-M-W-F-
MATH151,4,CALCULUS I,SB,Schaefer Hall,132,8/29/16,12/15/16,1800,1950,---W---
MATH151,5,CALCULUS I,SB,Schaefer Hall,109,8/29/16,12/15/16,1200,1310,-M-W-F-
MATH151,5,CALCULUS I,SB,Schaefer Hall,109,8/29/16,12/15/16,1800,1950,---W---
MATH152,1,CALCULUS II,SB,Schaefer Hall,111,8/29/16,12/15/16,1800,1950,--T----
MATH152,1,CALCULUS II,SB,Schaefer Hall,134,8/29/16,12/15/16,800,910,-M-W-F-
MATH152,2,CALCULUS II,SB,Schaefer Hall,132,8/29/16,12/15/16,1800,1950,-M-----
MATH152,2,CALCULUS II,SB,Schaefer Hall,132,8/29/16,12/15/16,1320,1430,-M-W-F-
MATH161,1,MATH FOR TEACHERS I,SB,Schaefer Hall,160,8/29/16,12/15/16,1800,1950,--T-R--
MATH181,1,EMERGING SCHOLARS PROGRAM,SB,Schaefer Hall,161,8/29/16,12/15/16,1800,1950,----R--
MATH255,1,VECTOR CALCULUS,SB,Schaefer Hall,134,8/29/16,12/15/16,1000,1150,--T-R--
MATH255,2,VECTOR CALCULUS,SB,Schaefer Hall,132,8/29/16,12/15/16,1440,1630,-M-W---
MATH256,1,LINEAR ALGEBRA,SB,Schaefer Hall,132,8/29/16,12/15/16,1400,1550,--T-R--
MATH281,1,FOUNDATIONS OF MATHEMATICS,SB,Schaefer Hall,106,8/29/16,12/15/16,1200,1310,-M-W-F-
MATH321,1,ALGEBRA I,SB,Schaefer Hall,161,8/29/16,12/15/16,1440,1630,-M-W---
MATH351,1,ANALYSIS I,SB,Schaefer Hall,111,8/29/16,12/15/16,920,1030,-M-W-F-
MATH351,2,ANALYSIS I,SB,Schaefer Hall,111,8/29/16,12/15/16,1320,1430,-M-W-F-
MATH391,1,MATH PUTNAM TEAM SEMINAR,SB,Schaefer Hall,161,8/29/16,12/15/16,900,950,----R--
MATH411,1,PARTIAL DIFFERENTIAL EQUATIONS,SB,Schaefer Hall,161,8/29/16,12/15/16,1400,1550,--T-R--
MATH444,1,MATH MODELING,SB,Schaefer Hall,161,8/29/16,12/15/16,1000,1150,--T-R--
MATH485,1,TOPICS IN MATHEMATICS,SB,Schaefer Hall,109,8/29/16,12/15/16,1320,1430,-M-W-F-
MUSA173,1,BEGINNING PIANO I(CLASS),MH,Montgomery Hall,26,8/29/16,12/16/16,920,1030,-M-W---
MUSA174,1,BEGINNING PIANO II (CLASS),MH,Montgomery Hall,26,8/29/16,12/16/16,1040,1150,-M-W---
MUSA176,1,BEGINNING VOICE (CLASS),MH,Montgomery Hall,26,8/29/16,12/16/16,1200,1310,----R--
MUSA180,1,CHOIR,MH,Montgomery Hall,25,8/29/16,12/16/16,1830,2000,--T----
MUSA182,1,CHAMBER SINGERS,MH,Montgomery Hall,25,8/29/16,12/16/16,1640,1750,-M-W---
MUSA184,1,JAZZ COMBO,MH,Montgomery Hall,25,8/29/16,12/16/16,2005,2105,-M-----
MUSA186,1,JAZZ ENSEMBLE,MH,Montgomery Hall,25,8/29/16,12/16/16,1800,1950,-M-W---
MUSA189,1,ORCHESTRA,MH,Montgomery Hall,25,8/29/16,12/16/16,1600,1725,--T-R--
MUSA273,1,INTERMEDIATE CLASS PIANO,MH,Montgomery Hall,26,8/29/16,12/16/16,0,0,-------
MUSA480,1,CHOIR,MH,Montgomery Hall,25,8/29/16,12/16/16,1830,2000,--T----
MUSA482,1,CHAMBER SINGERS,MH,Montgomery Hall,25,8/29/16,12/16/16,1640,1750,-M-W---
MUSA484,1,JAZZ COMBO,MH,Montgomery Hall,25,8/29/16,12/16/16,2005,2105,-M-----
MUSA486,1,JAZZ ENSEMBLE,MH,Montgomery Hall,25,8/29/16,12/16/16,1800,1950,-M-W---
MUSA489,1,ORCHESTRA,MH,Montgomery Hall,25,8/29/16,12/16/16,1600,1725,--T-R--
MUSC112,1,MUSIC AS COMMUNICATION,MH,Montgomery Hall,118,8/29/16,12/15/16,1400,1550,--T-R--
MUSC201,1,SIGHT SINGING & EARTRAINING I,MH,Montgomery Hall,25,8/29/16,12/16/16,1320,1410,-M-W---
MUSC203,1,MUSIC THEORY I,MH,Montgomery Hall,104,8/29/16,12/16/16,1040,1150,-M-W-F-
MUSC216,1,INTRO MUSICS OF THE WORLD,MH,Montgomery Hall,104,8/29/16,12/16/16,1400,1550,--T-R--
MUSC219,1,MUSIC: SOUNDING GENDER,MH,Montgomery Hall,104,8/29/16,12/15/16,1000,1150,--T-R--
MUSC303,1,MUSIC THEORY III,MH,Montgomery Hall,118,8/29/16,12/16/16,1200,1350,--T-R--
MUSC309,1,SIGHTSINGING & DICTATION III,MH,Montgomery Hall,25,8/29/16,12/16/16,1220,1310,-M-W---
MUSC319,1,MUSIC HISTORY SURVEY II,MH,Montgomery Hall,118,8/29/16,12/15/16,1440,1630,-M-W---
MUSC493,1,ST. MARY'S PROJECT-SEMINAR,MH,Montgomery Hall,25,8/29/16,12/16/16,1400,1550,--T-R--
MUST200,1,INTRO TO MUSEUM STUDIES,AAH,Anne Arundel Hall,W209,8/29/16,12/16/16,1800,1950,-M-W---
MUST390,1,TOPICS IN MUSEUM STUDIES,AAH,Anne Arundel Hall,N001,8/29/16,12/15/16,1000,1150,--T-R--
NEUR301,1,SEMINAR IN THE NEUROSCIENCES:Mechanisms of Long Term Memory,GH,Goodpaster Hall,117,8/29/16,12/15/16,1440,1630,---W---
NEUR303,1,ADV SEMINAR IN NEUROSCIENCES,GH,Goodpaster Hall,117,8/29/16,12/15/16,1440,1630,---W---
NEUR370,1,"THE NEUROSCIENCE OF SEX, GENDER,",GH,Goodpaster Hall,197,8/29/16,12/15/16,1000,1150,--T-R--
PHEC112,1,TENNIS I,ARC,Athletic and Rec Ctr,,8/29/16,10/12/16,1320,1410,-M-W---
PHEC118,1,SWIMMING FITNESS,ARC,Athletic and Rec Ctr,,8/29/16,12/15/16,1000,1050,--T-R--
PHEC120,1,LAWN SPORTS,ARC,Athletic and Rec Ctr,,8/29/16,10/12/16,1040,1130,-M-W---
PHEC125,1,SCUBA DIVING,ARC,Athletic and Rec Ctr,,8/29/16,10/10/16,1800,2200,-M-----
PHEC131,1,BASIC SAILING,BH,Boathouse,,8/29/16,10/12/16,1040,1230,-M-W---
PHEC131,2,BASIC SAILING,BH,Boathouse,,8/29/16,10/12/16,1240,1430,-M-W---
PHEC131,3,BASIC SAILING,BH,Boathouse,,8/29/16,10/13/16,1000,1150,--T-R--
PHEC131,4,BASIC SAILING,BH,Boathouse,,8/29/16,10/13/16,1200,1350,--T-R--
PHEC136,1,RECESS: GREATEST HITS,ARC,Athletic and Rec Ctr,,8/29/16,10/13/16,1100,1150,--T-R--
PHEC136,2,RECESS: GREATEST HITS,ARC,Athletic and Rec Ctr,,10/17/16,12/15/16,1040,1150,-M-W---
PHEC158,1,CORE STRENGTH,ARC,Athletic and Rec Ctr,,8/29/16,10/13/16,1000,1050,--T-R--
PHEC158,2,CORE STRENGTH,ARC,Athletic and Rec Ctr,,10/18/16,12/15/16,1000,1050,--T-R--
PHEC159,1,KICKBALL,ARC,Athletic and Rec Ctr,,10/18/16,12/15/16,1100,1150,--T-R--
PHEC161,1,STANDARD FIRST AID & CPR,ARC,Athletic and Rec Ctr,,8/29/16,10/13/16,1000,1050,--T-R--
PHEC164,1,Intro to Athletic Training,ARC,Athletic and Rec Ctr,,8/29/16,12/16/16,920,1030,-M-W---
PHEC167,1,SELF-DEFENSE AGNST SEX ASSAULT,ARC,Athletic and Rec Ctr,,8/29/16,12/16/16,1600,1750,--T----
PHEC167,2,SELF-DEFENSE AGNST SEX ASSAULT,ARC,Athletic and Rec Ctr,,8/29/16,12/15/16,1800,1950,--T----
PHEC181,1,INDOOR BASEBALL,ARC,Athletic and Rec Ctr,,8/29/16,10/13/16,1000,1050,--T-R--
PHEC181,2,INDOOR BASEBALL,ARC,Athletic and Rec Ctr,,10/18/16,12/15/16,1000,1050,--T-R--
PHEC191,1,COUCH TO 5K,ARC,Athletic and Rec Ctr,,8/29/16,10/13/16,1100,1150,--T-R--
PHEC232,1,ADVANCED SCUBA DIVING,ARC,Athletic and Rec Ctr,,10/17/16,12/15/16,1800,2200,-M-----
PHIL101,1,INTRO TO PHILOSOPHY,MB,Margaret Brent Hall,109,8/29/16,12/16/16,1400,1550,--T-R--
PHIL101,2,INTRO TO PHILOSOPHY,LI,Library,114,8/29/16,12/16/16,1800,1950,--T-R--
PHIL120,1,INTRO TO ETHICS,LI,Library,114,8/29/16,12/16/16,1200,1310,-M-W-F-
PHIL120,2,INTRO TO ETHICS,LI,Library,114,8/29/16,12/16/16,1320,1430,-M-W-F-
PHIL120,3,INTRO TO ETHICS,LI,Library,114,8/29/16,12/15/16,1440,1630,-M-W---
PHIL120,4,INTRO TO ETHICS,MB,Margaret Brent Hall,109,8/29/16,12/15/16,1800,1950,-M-W---
PHIL215,1,SYSTEMS OF LOGIC,MB,Margaret Brent Hall,109,8/29/16,12/16/16,1000,1150,--T-R--
PHIL280,1,"TOPICS IN PHILOSOPHY:""Liberty and Justice for All""",MB,Margaret Brent Hall,109,8/29/16,12/16/16,1440,1630,-M-W---
PHIL297,1,DIRECTED RESEARCH,MB,Margaret Brent Hall,110,8/29/16,12/16/16,800,910,-M-W-F-
PHIL297,1,DIRECTED RESEARCH:Ethics Bowl Seminar,MB,Margaret Brent Hall,110,8/29/16,12/15/16,800,910,-M-W-F-
PHIL300,1,ANCIENT GREEK AND ROMAN PHILOSOP,MB,Margaret Brent Hall,110,8/29/16,12/16/16,920,1030,-M-W-F-
PHIL325,1,FEMINISM & PHILOSOPHY,MB,Margaret Brent Hall,109,8/29/16,12/16/16,1320,1430,-M-W-F-
PHIL352,1,SOUTH ASIAN PHIL & RELIGION,AAH,Anne Arundel Hall,W104,8/29/16,12/16/16,1200,1350,--T-R--
PHIL380,1,"TOPICS IN PHILOSOPHY:""Liberty and Justice For All""",MB,Margaret Brent Hall,109,8/29/16,12/16/16,1440,1630,-M-W---
PHIL381,1,HAPPINESS AND MEANING,MB,Margaret Brent Hall,109,8/29/16,12/15/16,1040,1150,-M-W-F-
PHIL382,1,MEDITATION AND THE MIND,LI,Library,114,8/29/16,12/16/16,1200,1350,--T-R--
PHIL382,2,MEDITATION AND THE MIND,LI,Library,114,8/29/16,12/16/16,1400,1550,--T-R--
PHIL402,1,PHILOSOPHY OF RELIGION,MB,Margaret Brent Hall,109,8/29/16,12/16/16,1800,1950,--T-R--
PHYS121,1,COLLEGE PHYSICS I,SB,Schaefer Hall,111,8/29/16,12/15/16,1000,1150,--T-R--
PHYS121L,1,COLLEGE PHYSICS I LAB,SB,Schaefer Hall,151,8/29/16,12/15/16,1320,1610,-M-----
PHYS121L,2,COLLEGE PHYSICS I LAB,SB,Schaefer Hall,151,8/29/16,12/15/16,1300,1550,--T----
PHYS141,1,GENERAL PHYSICS I,SB,Schaefer Hall,111,8/29/16,12/15/16,1040,1150,-M-W-F-
PHYS141L,1,GENERAL PHYSICS LAB,SB,Schaefer Hall,151,8/29/16,12/15/16,1320,1610,---W---
PHYS141L,2,GENERAL PHYSICS LAB,SB,Schaefer Hall,151,8/29/16,12/15/16,1300,1550,----R--
PHYS149,1,CALCULUS FOR PHYSICS,SB,Schaefer Hall,160,8/29/16,12/16/16,1320,1510,-----F-
PHYS151,1,FUNDAMENTALS OF PHYSICS I,SB,Schaefer Hall,165,8/29/16,12/15/16,1040,1150,-M-W-F-
PHYS151L,1,FUNDAMENTALS OF PHYSICS I lAB,SB,Schaefer Hall,165,8/29/16,12/15/16,1000,1150,--T-R--
PHYS182,1,EMERGING SCHOLARS PROGRAM,SB,Schaefer Hall,151,8/29/16,12/15/16,1800,2050,-M-----
PHYS251,1,FUNDAMENTALS OF PHYSICS III,SB,Schaefer Hall,161,8/29/16,12/15/16,1040,1150,-M-W-F-
PHYS251L,1,Fundamentals of Physics III LAB,SB,Schaefer Hall,253,8/29/16,12/15/16,1300,1550,----R--
PHYS462,1,QUANTUM MECHANICS,SB,Schaefer Hall,109,8/29/16,12/15/16,1400,1550,--T-R--
PHYS473,1,STATISTICAL MECHANICS:Statistical Mechanics,SB,Schaefer Hall,132,8/29/16,12/15/16,1000,1150,--T-R--
PHYS475,1,TOPICS IN APPLIED PHYSICS I:Atomic Physics,SB,Schaefer Hall,165,8/29/16,12/15/16,1320,1430,-M-W-F-
PHYS490,1,Senior Seminar in Physics:Particle Physics,SB,Schaefer Hall,109,8/29/16,12/16/16,1440,1630,-M-W---
POSC100,1,INTRO TO POLITICS,KH,Kent Hall,213,8/29/16,12/15/16,1040,1150,-M-W-F-
POSC100,2,INTRO TO POLITICS,KH,Kent Hall,311,8/29/16,12/15/16,800,950,--T-R--
POSC100,3,INTRO TO POLITICS,KH,Kent Hall,311,8/29/16,12/15/16,1000,1150,--T-R--
POSC200,1,SCOPE AND METHODS OF POLITICAL,KH,Kent Hall,115,8/29/16,12/15/16,920,1030,-M-W-F-
POSC200,2,SCOPE AND METHODS OF POLITICAL,KH,Kent Hall,115,8/29/16,12/15/16,1040,1150,-M-W-F-
POSC201,1,AMERICAN POLITICS,KH,Kent Hall,212,8/29/16,12/15/16,1440,1630,-M-W---
POSC252,1,COMPARATIVE POLITICS,AAH,Anne Arundel Hall,W104,8/29/16,12/15/16,1400,1550,--T-R--
POSC262,1,DEMOCRATIC POLITICAL THOUGHT,AAH,Anne Arundel Hall,W104,8/29/16,12/15/16,1000,1150,--T-R--
POSC269,1,INTERNATIONAL POLITICS,KH,Kent Hall,311,8/29/16,12/15/16,1400,1550,--T-R--
POSC315,1,POLICY EVALUATION,KH,Kent Hall,212,8/29/16,12/15/16,1000,1150,--T-R--
POSC317,1,POLITICS OF PEACE AND CONFLICT,KH,Kent Hall,212,8/29/16,12/15/16,1200,1310,-M-W-F-
POSC333,1,ASIAN POLITICS,KH,Kent Hall,212,8/29/16,12/15/16,1800,1950,--T-R--
POSC348,1,PARTIES & ELECTIONS,KH,Kent Hall,212,8/29/16,12/15/16,1400,1550,--T-R--
POSC353,1,CAPITAL PUNISHMENT,CH,Calvert Hall,4,8/29/16,12/15/16,800,950,--T-R--
POSC366,1,LAW AND SOCIETY,KH,Kent Hall,311,8/29/16,12/16/16,1635,1825,---W---
